id_venta,producto,precio,cantidad,fecha_venta,categoria
328,Rincón de plantas,$60.89,1,11/04/2024,Decoración
466,Cortinas,$26.29,7,11/04/2024,Decoración
1109,Batidora,$123.83,12,11/04/2024,Electrodomésticos
1578,Cafetera,$101.98,2,11/04/2024,Electrodomésticos
2370,Consola de videojuegos,$46.08,7,11/04/2024,Electrónica
2478,SmartWatch,$80.84,8,11/04/2024,Electrónica
2544,Tablet,$63.88,8,11/04/2024,Electrónica
2934,Tablet,$95.90,2,11/04/2024,Electrónica
127,Elementos de cerámica,$93.84,8,12/04/2024,Decoración
292,Cuadro decorativo,$78.91,8,12/04/2024,Decoración
1394,Aspiradora,$68.73,5,12/04/2024,Electrodomésticos
2492,Televisor,$54.40,5,12/04/2024,Electrónica
2812,Televisor,$52.60,2,12/04/2024,Electrónica
89,Lámpara de mesa,$55.79,1,13/04/2024,Decoración
659,Lámpara de mesa,$50.98,3,13/04/2024,Decoración
1012,Heladera,$62.93,1,13/04/2024,Electrodomésticos
1048,Cafetera,$58.81,10,13/04/2024,Electrodomésticos
1450,Plancha de vapor,$56.80,8,13/04/2024,Electrodomésticos
1758,Cafetera,$118.03,5,13/04/2024,Electrodomésticos
1856,Secadora,$42.03,11,13/04/2024,Electrodomésticos
2490,Consola de videojuegos,$122.79,6,13/04/2024,Electrónica
2547,Cámara digital,$60.29,6,13/04/2024,Electrónica
2704,Tablet,$117.89,1,13/04/2024,Electrónica
2996,Cámara digital,$63.89,1,13/04/2024,Electrónica
285,Alfombra,$107.80,7,14/04/2024,Decoración
896,Cortinas,$71.03,7,14/04/2024,Decoración
1097,Horno eléctrico,$122.69,10,14/04/2024,Electrodomésticos
1516,Secadora,$105.80,3,14/04/2024,Electrodomésticos
1698,Cafetera,$88.26,1,14/04/2024,Electrodomésticos
2029,Proyector,$124.37,8,14/04/2024,Electrónica
2039,Proyector,$34.39,7,14/04/2024,Electrónica
2097,Cámara digital,$42.17,8,14/04/2024,Electrónica
2275,Auriculares,$32.00,1,14/04/2024,Electrónica
2381,Parlantes Bluetooth,$98.28,5,14/04/2024,Electrónica
107,Elementos de cerámica,$45.86,6,15/04/2024,Decoración
185,Alfombra,$45.21,6,15/04/2024,Decoración
374,Jarrón decorativo,$94.59,5,15/04/2024,Decoración
601,Lámpara de mesa,$99.85,3,15/04/2024,Decoración
616,Cortinas,$107.96,9,15/04/2024,Decoración
886,Cortinas,$45.79,7,15/04/2024,Decoración
1134,Aspiradora,$69.06,11,15/04/2024,Electrodomésticos
1168,Cafetera,$37.32,2,15/04/2024,Electrodomésticos
1454,Aspiradora,$51.46,4,15/04/2024,Electrodomésticos
2266,Laptop,$104.48,5,15/04/2024,Electrónica
2396,Laptop,$77.38,1,15/04/2024,Electrónica
2673,Smartphone,$76.29,11,15/04/2024,Electrónica
19,Lámpara de mesa,$61.03,6,16/04/2024,Decoración
953,Espejo decorativo,$76.31,5,16/04/2024,Decoración
1177,Horno eléctrico,$65.16,4,16/04/2024,Electrodomésticos
1629,Batidora,$108.94,6,16/04/2024,Electrodomésticos
1655,Lavadora,$37.39,1,16/04/2024,Electrodomésticos
1803,Microondas,$122.22,11,16/04/2024,Electrodomésticos
1864,Aspiradora,$54.94,3,16/04/2024,Electrodomésticos
2019,Proyector,$41.79,7,16/04/2024,Electrónica
2151,Parlantes Bluetooth,$83.34,7,16/04/2024,Electrónica
2610,Consola de videojuegos,$49.74,9,16/04/2024,Electrónica
2615,Auriculares,$46.72,11,16/04/2024,Electrónica
2715,Auriculares,$100.58,7,16/04/2024,Electrónica
1,Lámpara de mesa,$82.25,8,17/04/2024,Decoración
138,Rincón de plantas,$38.89,2,17/04/2024,Decoración
1009,Batidora,$119.03,8,17/04/2024,Electrodomésticos
1118,Cafetera,$67.00,11,17/04/2024,Electrodomésticos
1190,Plancha de vapor,$29.68,1,17/04/2024,Electrodomésticos
1253,Microondas,$65.99,8,17/04/2024,Electrodomésticos
1521,Freidora eléctrica,$89.52,10,17/04/2024,Electrodomésticos
1532,Heladera,$29.17,2,17/04/2024,Electrodomésticos
2368,SmartWatch,$70.23,5,17/04/2024,Electrónica
925,Alfombra,$52.55,11,18/04/2024,Decoración
1316,Secadora,$110.21,11,18/04/2024,Electrodomésticos
1590,Plancha de vapor,$60.38,4,18/04/2024,Electrodomésticos
1914,Aspiradora,$92.52,1,18/04/2024,Electrodomésticos
2134,Tablet,$43.20,4,18/04/2024,Electrónica
548,Rincón de plantas,$32.26,8,19/04/2024,Decoración
905,Alfombra,$112.82,9,19/04/2024,Decoración
1224,Aspiradora,$110.58,4,19/04/2024,Electrodomésticos
1459,Batidora,$66.73,8,19/04/2024,Electrodomésticos
1943,Microondas,$82.60,10,19/04/2024,Electrodomésticos
2095,Auriculares,$117.60,3,19/04/2024,Electrónica
2375,Auriculares,$73.70,10,19/04/2024,Electrónica
198,Rincón de plantas,$115.15,11,20/04/2024,Decoración
833,Espejo decorativo,$119.87,10,20/04/2024,Decoración
1425,Lavadora,$118.77,8,20/04/2024,Electrodomésticos
1680,Plancha de vapor,$110.30,9,20/04/2024,Electrodomésticos
1701,Freidora eléctrica,$87.64,7,20/04/2024,Electrodomésticos
2176,Laptop,$36.36,7,20/04/2024,Electrónica
2413,Smartphone,$76.69,3,20/04/2024,Electrónica
2844,Tablet,$53.22,7,20/04/2024,Electrónica
249,Lámpara de mesa,$95.05,1,21/04/2024,Decoración
452,Cuadro decorativo,$119.07,12,21/04/2024,Decoración
563,Espejo decorativo,$65.35,10,21/04/2024,Decoración
934,Jarrón decorativo,$96.24,11,21/04/2024,Decoración
1193,Microondas,$90.55,4,21/04/2024,Electrodomésticos
1230,Plancha de vapor,$90.85,2,21/04/2024,Electrodomésticos
1307,Horno eléctrico,$85.42,11,21/04/2024,Electrodomésticos
2212,Televisor,$38.98,11,21/04/2024,Electrónica
2369,Proyector,$87.64,2,21/04/2024,Electrónica
2523,Smartphone,$56.73,1,21/04/2024,Electrónica
2611,Parlantes Bluetooth,$48.89,12,21/04/2024,Electrónica
281,Lámpara de mesa,$42.17,8,22/04/2024,Decoración
305,Alfombra,$91.25,2,22/04/2024,Decoración
422,Cuadro decorativo,$47.37,9,22/04/2024,Decoración
538,Rincón de plantas,$119.89,4,22/04/2024,Decoración
741,Lámpara de mesa,$98.00,12,22/04/2024,Decoración
1010,Plancha de vapor,$37.94,8,22/04/2024,Electrodomésticos
1203,Microondas,$96.53,1,22/04/2024,Electrodomésticos
1841,Freidora eléctrica,$58.26,2,22/04/2024,Electrodomésticos
2887,Cámara digital,$118.02,1,22/04/2024,Electrónica
209,Lámpara de mesa,$97.04,12,23/04/2024,Decoración
299,Lámpara de mesa,$119.55,3,23/04/2024,Decoración
1477,Horno eléctrico,$118.26,11,23/04/2024,Electrodomésticos
1952,Heladera,$115.09,2,23/04/2024,Electrodomésticos
2214,Tablet,$81.56,8,23/04/2024,Electrónica
2993,Auriculares,$38.79,7,23/04/2024,Electrónica
434,Jarrón decorativo,$39.89,2,24/04/2024,Decoración
945,Alfombra,$60.74,12,24/04/2024,Decoración
1057,Horno eléctrico,$30.51,3,24/04/2024,Electrodomésticos
1320,Plancha de vapor,$73.95,4,24/04/2024,Electrodomésticos
2227,Cámara digital,$46.25,8,24/04/2024,Electrónica
2312,Televisor,$108.25,8,24/04/2024,Electrónica
2565,Auriculares,$49.70,3,24/04/2024,Electrónica
2962,Televisor,$118.65,5,24/04/2024,Electrónica
159,Lámpara de mesa,$49.91,6,25/04/2024,Decoración
320,Adorno de pared,$37.38,6,25/04/2024,Decoración
341,Lámpara de mesa,$79.34,1,25/04/2024,Decoración
673,Espejo decorativo,$26.33,7,25/04/2024,Decoración
701,Lámpara de mesa,$95.05,3,25/04/2024,Decoración
1041,Freidora eléctrica,$89.99,6,25/04/2024,Electrodomésticos
1212,Heladera,$33.95,11,25/04/2024,Electrodomésticos
1802,Heladera,$27.75,11,25/04/2024,Electrodomésticos
1846,Secadora,$124.29,2,25/04/2024,Electrodomésticos
2262,Televisor,$48.30,2,25/04/2024,Electrónica
2713,Smartphone,$28.75,9,25/04/2024,Electrónica
2827,Cámara digital,$35.99,2,25/04/2024,Electrónica
765,Alfombra,$72.71,1,26/04/2024,Decoración
1119,Batidora,$59.86,3,26/04/2024,Electrodomésticos
2027,Cámara digital,$69.96,10,26/04/2024,Electrónica
2088,SmartWatch,$111.58,9,26/04/2024,Electrónica
2101,Parlantes Bluetooth,$82.23,2,26/04/2024,Electrónica
2147,Cámara digital,$74.37,6,26/04/2024,Electrónica
2363,Smartphone,$88.02,12,26/04/2024,Electrónica
2504,Auriculares,$76.65,10,26/04/2024,Electrónica
2580,Consola de videojuegos,$107.55,7,26/04/2024,Electrónica
2646,Laptop,$111.98,8,26/04/2024,Electrónica
51,Lámpara de mesa,$112.42,5,27/04/2024,Decoración
359,Lámpara de mesa,$72.78,7,27/04/2024,Decoración
375,Alfombra,$70.93,8,27/04/2024,Decoración
537,Elementos de cerámica,$124.38,5,27/04/2024,Decoración
844,Jarrón decorativo,$61.72,7,27/04/2024,Decoración
1804,Aspiradora,$43.25,7,27/04/2024,Electrodomésticos
2201,Parlantes Bluetooth,$41.53,7,27/04/2024,Electrónica
2287,Cámara digital,$26.79,11,27/04/2024,Electrónica
2465,Auriculares,$93.52,3,27/04/2024,Electrónica
2528,SmartWatch,$54.61,1,27/04/2024,Electrónica
2559,Proyector,$86.20,8,27/04/2024,Electrónica
2633,Smartphone,$35.18,12,27/04/2024,Electrónica
2645,Auriculares,$122.64,10,27/04/2024,Electrónica
109,Lámpara de mesa,$103.94,9,28/04/2024,Decoración
518,Rincón de plantas,$113.79,7,28/04/2024,Decoración
1277,Horno eléctrico,$41.90,4,28/04/2024,Electrodomésticos
1329,Batidora,$55.84,7,28/04/2024,Electrodomésticos
1830,Plancha de vapor,$120.94,11,28/04/2024,Electrodomésticos
1964,Aspiradora,$52.92,10,28/04/2024,Electrodomésticos
2877,Cámara digital,$45.10,1,28/04/2024,Electrónica
202,Cuadro decorativo,$106.72,4,29/04/2024,Decoración
294,Jarrón decorativo,$50.35,3,29/04/2024,Decoración
493,Espejo decorativo,$109.32,10,29/04/2024,Decoración
799,Lámpara de mesa,$102.90,5,29/04/2024,Decoración
1096,Secadora,$115.14,10,29/04/2024,Electrodomésticos
1281,Freidora eléctrica,$60.99,12,29/04/2024,Electrodomésticos
1715,Lavadora,$119.22,11,29/04/2024,Electrodomésticos
2089,Proyector,$95.13,12,29/04/2024,Electrónica
2367,Cámara digital,$91.04,8,29/04/2024,Electrónica
124,Jarrón decorativo,$93.39,7,30/04/2024,Decoración
177,Elementos de cerámica,$64.17,4,30/04/2024,Decoración
255,Alfombra,$68.38,7,30/04/2024,Decoración
709,Lámpara de mesa,$98.77,2,30/04/2024,Decoración
975,Alfombra,$28.96,5,30/04/2024,Decoración
988,Rincón de plantas,$115.47,1,30/04/2024,Decoración
1036,Secadora,$42.32,7,30/04/2024,Electrodomésticos
1205,Lavadora,$42.38,6,30/04/2024,Electrodomésticos
1401,Freidora eléctrica,$122.99,7,30/04/2024,Electrodomésticos
1762,Heladera,$27.82,10,30/04/2024,Electrodomésticos
2629,Proyector,$94.30,1,30/04/2024,Electrónica
306,Cortinas,$96.05,5,01/05/2024,Decoración
475,Alfombra,$120.18,3,01/05/2024,Decoración
901,Lámpara de mesa,$39.72,2,01/05/2024,Decoración
972,Cuadro decorativo,$26.20,10,01/05/2024,Decoración
1245,Lavadora,$81.58,12,01/05/2024,Electrodomésticos
1726,Secadora,$101.27,7,01/05/2024,Electrodomésticos
1973,Microondas,$38.03,11,01/05/2024,Electrodomésticos
2182,Televisor,$105.46,11,01/05/2024,Electrónica
2926,Laptop,$50.36,6,01/05/2024,Electrónica
100,Adorno de pared,$112.16,8,02/05/2024,Decoración
536,Cortinas,$107.95,1,02/05/2024,Decoración
1028,Cafetera,$108.44,5,02/05/2024,Electrodomésticos
1045,Lavadora,$51.22,4,02/05/2024,Electrodomésticos
1152,Heladera,$116.86,5,02/05/2024,Electrodomésticos
1217,Horno eléctrico,$88.92,8,02/05/2024,Electrodomésticos
1310,Plancha de vapor,$43.78,9,02/05/2024,Electrodomésticos
1842,Heladera,$65.18,1,02/05/2024,Electrodomésticos
1969,Batidora,$72.90,1,02/05/2024,Electrodomésticos
2191,Parlantes Bluetooth,$124.34,11,02/05/2024,Electrónica
2510,Consola de videojuegos,$70.04,12,02/05/2024,Electrónica
2621,Parlantes Bluetooth,$119.91,9,02/05/2024,Electrónica
2775,Auriculares,$104.06,11,02/05/2024,Electrónica
2988,SmartWatch,$100.80,4,02/05/2024,Electrónica
220,Adorno de pared,$55.36,9,03/05/2024,Decoración
819,Lámpara de mesa,$122.57,6,03/05/2024,Decoración
1004,Aspiradora,$107.00,8,03/05/2024,Electrodomésticos
1439,Batidora,$71.74,9,03/05/2024,Electrodomésticos
1819,Batidora,$87.56,9,03/05/2024,Electrodomésticos
2404,Auriculares,$102.65,4,03/05/2024,Electrónica
2435,Auriculares,$39.55,3,03/05/2024,Electrónica
2463,Smartphone,$67.59,2,03/05/2024,Electrónica
2985,Auriculares,$58.92,3,03/05/2024,Electrónica
16,Cortinas,$32.47,5,04/05/2024,Decoración
342,Cuadro decorativo,$61.90,5,04/05/2024,Decoración
806,Cortinas,$119.32,9,04/05/2024,Decoración
903,Espejo decorativo,$81.45,2,04/05/2024,Decoración
1056,Secadora,$109.52,10,04/05/2024,Electrodomésticos
1666,Secadora,$99.75,4,04/05/2024,Electrodomésticos
1672,Heladera,$63.10,12,04/05/2024,Electrodomésticos
1932,Heladera,$31.46,9,04/05/2024,Electrodomésticos
311,Lámpara de mesa,$33.89,2,05/05/2024,Decoración
353,Espejo decorativo,$43.92,11,05/05/2024,Decoración
650,Adorno de pared,$43.11,4,05/05/2024,Decoración
656,Cortinas,$107.26,2,05/05/2024,Decoración
1387,Horno eléctrico,$61.15,3,05/05/2024,Electrodomésticos
1484,Aspiradora,$79.74,6,05/05/2024,Electrodomésticos
1845,Lavadora,$119.69,5,05/05/2024,Electrodomésticos
2403,Smartphone,$74.39,3,05/05/2024,Electrónica
2445,Auriculares,$93.33,6,05/05/2024,Electrónica
2898,SmartWatch,$108.81,10,05/05/2024,Electrónica
98,Rincón de plantas,$91.30,6,06/05/2024,Decoración
550,Adorno de pared,$98.99,8,06/05/2024,Decoración
751,Lámpara de mesa,$91.99,11,06/05/2024,Decoración
915,Alfombra,$43.37,11,06/05/2024,Decoración
1304,Aspiradora,$99.07,8,06/05/2024,Electrodomésticos
2211,Parlantes Bluetooth,$108.16,3,06/05/2024,Electrónica
2264,Auriculares,$58.19,6,06/05/2024,Electrónica
2708,SmartWatch,$115.30,10,06/05/2024,Electrónica
2780,Consola de videojuegos,$65.35,6,06/05/2024,Electrónica
2801,Parlantes Bluetooth,$97.22,1,06/05/2024,Electrónica
998,Rincón de plantas,$65.82,1,07/05/2024,Decoración
1748,Cafetera,$61.63,3,07/05/2024,Electrodomésticos
1896,Secadora,$37.22,4,07/05/2024,Electrodomésticos
1967,Horno eléctrico,$68.97,5,07/05/2024,Electrodomésticos
2415,Auriculares,$35.87,5,07/05/2024,Electrónica
22,Cuadro decorativo,$122.36,6,08/05/2024,Decoración
491,Lámpara de mesa,$118.22,11,08/05/2024,Decoración
873,Espejo decorativo,$120.90,6,08/05/2024,Decoración
937,Elementos de cerámica,$121.14,2,08/05/2024,Decoración
997,Elementos de cerámica,$56.49,10,08/05/2024,Decoración
1000,Adorno de pared,$74.64,11,08/05/2024,Decoración
1146,Secadora,$96.67,7,08/05/2024,Electrodomésticos
1175,Lavadora,$82.41,2,08/05/2024,Electrodomésticos
1747,Horno eléctrico,$87.90,2,08/05/2024,Electrodomésticos
1970,Plancha de vapor,$113.70,5,08/05/2024,Electrodomésticos
1972,Heladera,$105.49,3,08/05/2024,Electrodomésticos
2163,Smartphone,$106.39,12,08/05/2024,Electrónica
14,Jarrón decorativo,$29.77,5,09/05/2024,Decoración
94,Jarrón decorativo,$34.60,1,09/05/2024,Decoración
619,Lámpara de mesa,$43.29,11,09/05/2024,Decoración
1108,Cafetera,$84.64,9,09/05/2024,Electrodomésticos
1938,Cafetera,$107.90,11,09/05/2024,Electrodomésticos
2473,Smartphone,$75.13,12,09/05/2024,Electrónica
2840,Consola de videojuegos,$69.43,3,09/05/2024,Electrónica
2974,Auriculares,$79.28,2,09/05/2024,Electrónica
1151,Freidora eléctrica,$75.33,11,10/05/2024,Electrodomésticos
1658,Cafetera,$94.79,12,10/05/2024,Electrodomésticos
2131,Parlantes Bluetooth,$98.97,7,10/05/2024,Electrónica
2333,Smartphone,$109.48,5,10/05/2024,Electrónica
2649,Proyector,$44.93,5,10/05/2024,Electrónica
2679,Proyector,$48.62,1,10/05/2024,Electrónica
2941,Parlantes Bluetooth,$36.25,4,10/05/2024,Electrónica
219,Lámpara de mesa,$114.90,10,11/05/2024,Decoración
460,Adorno de pared,$93.62,6,11/05/2024,Decoración
1116,Secadora,$56.24,8,11/05/2024,Electrodomésticos
1407,Horno eléctrico,$97.47,11,11/05/2024,Electrodomésticos
1468,Cafetera,$111.23,2,11/05/2024,Electrodomésticos
2364,Auriculares,$94.13,10,11/05/2024,Electrónica
2672,Televisor,$79.54,1,11/05/2024,Electrónica
2772,Televisor,$107.31,3,11/05/2024,Electrónica
495,Alfombra,$90.94,12,12/05/2024,Decoración
973,Espejo decorativo,$54.84,5,12/05/2024,Decoración
1269,Batidora,$46.78,5,12/05/2024,Electrodomésticos
1765,Lavadora,$95.85,8,12/05/2024,Electrodomésticos
1789,Batidora,$45.45,12,12/05/2024,Electrodomésticos
2860,Consola de videojuegos,$100.61,6,12/05/2024,Electrónica
2888,SmartWatch,$66.44,3,12/05/2024,Electrónica
147,Elementos de cerámica,$32.00,2,13/05/2024,Decoración
1087,Horno eléctrico,$52.09,7,13/05/2024,Electrodomésticos
1103,Microondas,$96.18,2,13/05/2024,Electrodomésticos
1682,Heladera,$47.08,1,13/05/2024,Electrodomésticos
1966,Secadora,$27.27,9,13/05/2024,Electrodomésticos
2022,Televisor,$112.05,3,13/05/2024,Electrónica
2177,Cámara digital,$55.84,7,13/05/2024,Electrónica
2776,Laptop,$85.59,1,13/05/2024,Electrónica
2797,Cámara digital,$53.44,11,13/05/2024,Electrónica
2875,Auriculares,$55.41,10,13/05/2024,Electrónica
214,Jarrón decorativo,$83.40,6,14/05/2024,Decoración
286,Cortinas,$94.53,4,14/05/2024,Decoración
609,Lámpara de mesa,$78.44,9,14/05/2024,Decoración
1122,Heladera,$38.84,5,14/05/2024,Electrodomésticos
1787,Horno eléctrico,$49.02,5,14/05/2024,Electrodomésticos
1955,Lavadora,$27.86,6,14/05/2024,Electrodomésticos
2213,Smartphone,$30.51,9,14/05/2024,Electrónica
2635,Auriculares,$96.21,11,14/05/2024,Electrónica
2956,Laptop,$83.54,5,14/05/2024,Electrónica
678,Rincón de plantas,$88.93,6,15/05/2024,Decoración
1257,Horno eléctrico,$113.04,8,15/05/2024,Electrodomésticos
1540,Plancha de vapor,$47.10,3,15/05/2024,Electrodomésticos
1739,Batidora,$30.74,10,15/05/2024,Electrodomésticos
1777,Horno eléctrico,$102.82,8,15/05/2024,Electrodomésticos
1778,Cafetera,$112.18,12,15/05/2024,Electrodomésticos
2726,Laptop,$70.78,12,15/05/2024,Electrónica
2733,Smartphone,$75.31,5,15/05/2024,Electrónica
2972,Televisor,$91.67,2,15/05/2024,Electrónica
660,Adorno de pared,$71.13,9,16/05/2024,Decoración
736,Cortinas,$73.30,5,16/05/2024,Decoración
1606,Secadora,$105.33,5,16/05/2024,Electrodomésticos
1756,Secadora,$113.61,11,16/05/2024,Electrodomésticos
1823,Microondas,$119.18,6,16/05/2024,Electrodomésticos
2509,Proyector,$46.93,2,16/05/2024,Electrónica
2931,Parlantes Bluetooth,$110.22,2,16/05/2024,Electrónica
244,Jarrón decorativo,$64.62,8,17/05/2024,Decoración
448,Rincón de plantas,$99.24,9,17/05/2024,Decoración
667,Elementos de cerámica,$45.20,9,17/05/2024,Decoración
1006,Secadora,$116.90,5,17/05/2024,Electrodomésticos
1181,Freidora eléctrica,$85.03,4,17/05/2024,Electrodomésticos
1300,Plancha de vapor,$93.91,7,17/05/2024,Electrodomésticos
1773,Microondas,$75.48,1,17/05/2024,Electrodomésticos
2061,Parlantes Bluetooth,$81.99,8,17/05/2024,Electrónica
2609,Proyector,$30.02,2,17/05/2024,Electrónica
2767,Cámara digital,$42.61,11,17/05/2024,Electrónica
2823,Smartphone,$61.76,11,17/05/2024,Electrónica
2971,Parlantes Bluetooth,$74.59,7,17/05/2024,Electrónica
2999,Consola de videojuegos,$52.08,4,17/05/2024,Electrónica
477,Elementos de cerámica,$81.02,1,18/05/2024,Decoración
920,Adorno de pared,$39.60,8,18/05/2024,Decoración
1066,Secadora,$62.98,9,18/05/2024,Electrodomésticos
1176,Secadora,$118.64,11,18/05/2024,Electrodomésticos
1708,Cafetera,$30.63,11,18/05/2024,Electrodomésticos
2288,SmartWatch,$42.66,11,18/05/2024,Electrónica
2289,Proyector,$60.80,4,18/05/2024,Electrónica
2409,Proyector,$79.11,10,18/05/2024,Electrónica
2612,Televisor,$96.38,11,18/05/2024,Electrónica
2904,Tablet,$93.31,3,18/05/2024,Electrónica
405,Alfombra,$33.36,10,19/05/2024,Decoración
575,Alfombra,$110.42,11,19/05/2024,Decoración
721,Lámpara de mesa,$74.42,5,19/05/2024,Decoración
908,Rincón de plantas,$106.89,1,19/05/2024,Decoración
1377,Horno eléctrico,$110.65,8,19/05/2024,Electrodomésticos
1667,Horno eléctrico,$108.28,8,19/05/2024,Electrodomésticos
1905,Lavadora,$49.50,5,19/05/2024,Electrodomésticos
2582,Televisor,$69.30,6,19/05/2024,Electrónica
2978,SmartWatch,$115.44,9,19/05/2024,Electrónica
453,Espejo decorativo,$55.40,9,20/05/2024,Decoración
762,Cuadro decorativo,$65.61,9,20/05/2024,Decoración
918,Rincón de plantas,$104.95,9,20/05/2024,Decoración
976,Cortinas,$114.76,11,20/05/2024,Decoración
1104,Aspiradora,$76.20,5,20/05/2024,Electrodomésticos
1351,Freidora eléctrica,$69.09,2,20/05/2024,Electrodomésticos
1694,Aspiradora,$79.23,9,20/05/2024,Electrodomésticos
2482,Televisor,$43.31,1,20/05/2024,Electrónica
44,Jarrón decorativo,$118.28,11,21/05/2024,Decoración
54,Jarrón decorativo,$49.21,4,21/05/2024,Decoración
106,Cortinas,$101.89,7,21/05/2024,Decoración
319,Lámpara de mesa,$93.24,9,21/05/2024,Decoración
414,Jarrón decorativo,$33.06,2,21/05/2024,Decoración
981,Lámpara de mesa,$83.12,9,21/05/2024,Decoración
1024,Aspiradora,$35.94,11,21/05/2024,Electrodomésticos
1479,Batidora,$121.07,1,21/05/2024,Electrodomésticos
1883,Microondas,$34.52,10,21/05/2024,Electrodomésticos
2150,Consola de videojuegos,$66.93,5,21/05/2024,Electrónica
2432,Televisor,$54.12,9,21/05/2024,Electrónica
2676,Laptop,$32.36,9,21/05/2024,Electrónica
312,Cuadro decorativo,$42.77,1,22/05/2024,Decoración
425,Alfombra,$45.68,10,22/05/2024,Decoración
483,Espejo decorativo,$97.74,11,22/05/2024,Decoración
527,Elementos de cerámica,$103.60,3,22/05/2024,Decoración
802,Cuadro decorativo,$27.37,5,22/05/2024,Decoración
812,Cuadro decorativo,$107.32,10,22/05/2024,Decoración
1198,Cafetera,$106.65,9,22/05/2024,Electrodomésticos
1603,Microondas,$112.46,6,22/05/2024,Electrodomésticos
1631,Freidora eléctrica,$111.17,5,22/05/2024,Electrodomésticos
2802,Televisor,$101.58,9,22/05/2024,Electrónica
2868,SmartWatch,$124.57,6,22/05/2024,Electrónica
2895,Auriculares,$53.91,4,22/05/2024,Electrónica
123,Espejo decorativo,$63.56,11,23/05/2024,Decoración
672,Cuadro decorativo,$47.68,6,23/05/2024,Decoración
859,Lámpara de mesa,$76.25,4,23/05/2024,Decoración
1238,Cafetera,$70.06,12,23/05/2024,Electrodomésticos
1417,Horno eléctrico,$85.81,10,23/05/2024,Electrodomésticos
2189,Proyector,$100.31,3,23/05/2024,Electrónica
2678,SmartWatch,$47.30,10,23/05/2024,Electrónica
465,Alfombra,$76.75,2,24/05/2024,Decoración
2907,Cámara digital,$98.69,9,24/05/2024,Electrónica
476,Cortinas,$71.82,11,25/05/2024,Decoración
583,Espejo decorativo,$49.09,9,25/05/2024,Decoración
738,Rincón de plantas,$29.42,11,25/05/2024,Decoración
1241,Freidora eléctrica,$96.20,6,25/05/2024,Electrodomésticos
1526,Secadora,$115.50,7,25/05/2024,Electrodomésticos
2004,Tablet,$123.01,11,25/05/2024,Electrónica
2092,Televisor,$65.23,6,25/05/2024,Electrónica
2116,Laptop,$50.25,8,25/05/2024,Electrónica
2146,Laptop,$87.70,5,25/05/2024,Electrónica
2652,Televisor,$74.49,4,25/05/2024,Electrónica
29,Lámpara de mesa,$70.17,12,26/05/2024,Decoración
568,Rincón de plantas,$100.45,1,26/05/2024,Decoración
782,Cuadro decorativo,$67.07,6,26/05/2024,Decoración
1025,Lavadora,$119.78,9,26/05/2024,Electrodomésticos
1616,Secadora,$40.43,8,26/05/2024,Electrodomésticos
1721,Freidora eléctrica,$26.06,5,26/05/2024,Electrodomésticos
2041,Parlantes Bluetooth,$102.72,2,26/05/2024,Electrónica
2073,Smartphone,$70.04,3,26/05/2024,Electrónica
137,Elementos de cerámica,$68.46,11,27/05/2024,Decoración
1050,Plancha de vapor,$72.33,1,27/05/2024,Electrodomésticos
1226,Secadora,$89.37,10,27/05/2024,Electrodomésticos
1380,Plancha de vapor,$61.63,2,27/05/2024,Electrodomésticos
1446,Secadora,$124.12,10,27/05/2024,Electrodomésticos
1543,Microondas,$118.71,9,27/05/2024,Electrodomésticos
1608,Cafetera,$122.82,4,27/05/2024,Electrodomésticos
1702,Heladera,$77.89,2,27/05/2024,Electrodomésticos
1940,Plancha de vapor,$45.19,1,27/05/2024,Electrodomésticos
2011,Parlantes Bluetooth,$27.45,7,27/05/2024,Electrónica
2876,Laptop,$37.65,3,27/05/2024,Electrónica
224,Jarrón decorativo,$75.72,1,28/05/2024,Decoración
510,Adorno de pared,$79.02,5,28/05/2024,Decoración
897,Elementos de cerámica,$27.43,7,28/05/2024,Decoración
1080,Plancha de vapor,$53.10,6,28/05/2024,Electrodomésticos
1368,Cafetera,$67.26,7,28/05/2024,Electrodomésticos
1613,Microondas,$101.99,5,28/05/2024,Electrodomésticos
1732,Heladera,$109.53,11,28/05/2024,Electrodomésticos
2067,Cámara digital,$102.63,7,28/05/2024,Electrónica
13,Espejo decorativo,$29.73,1,29/05/2024,Decoración
110,Adorno de pared,$33.01,1,29/05/2024,Decoración
784,Jarrón decorativo,$109.83,6,29/05/2024,Decoración
902,Cuadro decorativo,$111.22,9,29/05/2024,Decoración
1275,Lavadora,$82.49,11,29/05/2024,Electrodomésticos
1478,Cafetera,$121.90,2,29/05/2024,Electrodomésticos
1719,Batidora,$106.81,10,29/05/2024,Electrodomésticos
2125,Auriculares,$33.47,2,29/05/2024,Electrónica
2251,Parlantes Bluetooth,$51.27,8,29/05/2024,Electrónica
2847,Cámara digital,$122.31,4,29/05/2024,Electrónica
82,Cuadro decorativo,$47.42,5,30/05/2024,Decoración
111,Lámpara de mesa,$38.65,12,30/05/2024,Decoración
432,Cuadro decorativo,$77.42,12,30/05/2024,Decoración
1632,Heladera,$120.78,8,30/05/2024,Electrodomésticos
166,Cortinas,$105.06,8,31/05/2024,Decoración
482,Cuadro decorativo,$54.21,7,31/05/2024,Decoración
995,Alfombra,$109.03,10,31/05/2024,Decoración
1343,Microondas,$106.86,12,31/05/2024,Electrodomésticos
